Frequency (Hz)	Level (dB)
12351.562500	-131.683975
12353.027344	-131.682205
12354.492188	-131.680420
12355.957031	-131.678680
12357.421875	-131.676926
12358.886719	-131.675156
12360.351563	-131.673386
12361.816406	-131.671646
12363.281250	-131.669891
12364.746094	-131.668152
12366.210938	-131.666428
12367.675781	-131.664673
12369.140625	-131.662918
12370.605469	-131.661179
12372.070313	-131.659439
12373.535156	-131.657669
12375.000000	-131.655930
12376.464844	-131.654160
12377.929688	-131.652390
12379.394531	-131.650635
12380.859375	-131.648865
12382.324219	-131.647064
12383.789063	-131.645309
12385.253906	-131.643509
12386.718750	-131.641708
12388.183594	-131.639893
12389.648438	-131.638062
12391.113281	-131.636230
12392.578125	-131.634415
12394.042969	-131.632568
12395.507813	-131.630707
12396.972656	-131.628830
12398.437500	-131.626968
12399.902344	-131.625076
12401.367188	-131.623199
12402.832031	-131.621292
12404.296875	-131.619370
12405.761719	-131.617447
12407.226563	-131.615524
12408.691406	-131.613571
12410.156250	-131.611633
12411.621094	-131.609680
12413.085938	-131.607697
12414.550781	-131.605698
12416.015625	-131.603745
12417.480469	-131.601730
12418.945313	-131.599731
12420.410156	-131.597702
12421.875000	-131.595734
12423.339844	-131.593704
12424.804688	-131.591629
12426.269531	-131.589630
12427.734375	-131.587585
12429.199219	-131.585556
12430.664063	-131.583466
12432.128906	-131.581436
12433.593750	-131.579407
12435.058594	-131.577332
12436.523438	-131.575256
12437.988281	-131.573242
12439.453125	-131.571167
12440.917969	-131.569122
12442.382813	-131.567062
12443.847656	-131.565018
12445.312500	-131.562973
12446.777344	-131.560928
12448.242188	-131.558899
12449.707031	-131.556854
12451.171875	-131.554810
12452.636719	-131.552795
12454.101563	-131.550766
12455.566406	-131.548752
12457.031250	-131.546753
12458.496094	-131.544754
12459.960938	-131.542755
12461.425781	-131.540771
12462.890625	-131.538788
12464.355469	-131.536819
12465.820313	-131.534866
12467.285156	-131.532928
12468.750000	-131.530945
12470.214844	-131.529022
12471.679688	-131.527069
12473.144531	-131.525162
12474.609375	-131.523239
12476.074219	-131.521317
12477.539063	-131.519440
12479.003906	-131.517532
12480.468750	-131.515640
12481.933594	-131.513748
12483.398438	-131.511887
12484.863281	-131.510025
12486.328125	-131.508148
12487.792969	-131.506287
12489.257813	-131.504440
12490.722656	-131.502563
12492.187500	-131.500717
12493.652344	-131.498886
12495.117188	-131.497025
12496.582031	-131.495178
12498.046875	-131.493332
12499.511719	-131.491501
12500.976563	-131.489655
12502.441406	-131.487808
12503.906250	-131.485962
12505.371094	-131.484116
12506.835938	-131.482269
12508.300781	-131.480438
12509.765625	-131.478546
12511.230469	-131.476685
12512.695313	-131.474838
12514.160156	-131.472961
12515.625000	-131.471085
12517.089844	-131.469193
12518.554688	-131.467285
12520.019531	-131.465393
12521.484375	-131.463470
12522.949219	-131.461563
12524.414063	-131.459625
12525.878906	-131.457703
12527.343750	-131.455734
12528.808594	-131.453781
12530.273438	-131.451813
12531.738281	-131.449860
12533.203125	-131.447861
12534.667969	-131.445847
12536.132813	-131.443848
12537.597656	-131.441803
12539.062500	-131.439789
12540.527344	-131.437714
12541.992188	-131.435669
12543.457031	-131.433594
12544.921875	-131.431519
12546.386719	-131.429413
12547.851563	-131.427307
12549.316406	-131.425201
12550.781250	-131.423050
12552.246094	-131.420914
12553.710938	-131.418777
12555.175781	-131.416595
12556.640625	-131.414429
12558.105469	-131.412262
12559.570313	-131.410065
12561.035156	-131.407852
12562.500000	-131.405640
12563.964844	-131.403412
12565.429688	-131.401169
12566.894531	-131.398956
12568.359375	-131.396713
12569.824219	-131.394470
12571.289063	-131.392227
12572.753906	-131.389954
12574.218750	-131.387680
12575.683594	-131.385406
12577.148438	-131.383118
12578.613281	-131.380859
12580.078125	-131.378571
12581.542969	-131.376282
12583.007813	-131.373993
12584.472656	-131.371704
12585.937500	-131.369415
12587.402344	-131.367111
12588.867188	-131.364807
12590.332031	-131.362518
12591.796875	-131.360214
12593.261719	-131.357925
12594.726563	-131.355621
12596.191406	-131.353348
12597.656250	-131.351028
12599.121094	-131.348755
12600.585938	-131.346451
12602.050781	-131.344162
12603.515625	-131.341873
12604.980469	-131.339615
12606.445313	-131.337326
12607.910156	-131.335052
12609.375000	-131.332779
12610.839844	-131.330505
12612.304688	-131.328247
12613.769531	-131.325989
12615.234375	-131.323746
12616.699219	-131.321503
12618.164063	-131.319260
12619.628906	-131.317017
12621.093750	-131.314789
12622.558594	-131.312561
12624.023438	-131.310318
12625.488281	-131.308121
12626.953125	-131.305908
12628.417969	-131.303711
12629.882813	-131.301514
12631.347656	-131.299316
12632.812500	-131.297119
12634.277344	-131.294937
12635.742188	-131.292770
12637.207031	-131.290588
12638.671875	-131.288422
12640.136719	-131.286240
12641.601563	-131.284088
12643.066406	-131.281937
12644.531250	-131.279785
12645.996094	-131.277618
12647.460938	-131.275482
12648.925781	-131.273346
12650.390625	-131.271210
12651.855469	-131.269089
12653.320313	-131.266937
12654.785156	-131.264847
12656.250000	-131.262695
12657.714844	-131.260559
12659.179688	-131.258453
12660.644531	-131.256348
12662.109375	-131.254181
12663.574219	-131.252090
12665.039063	-131.249939
12666.503906	-131.247833
12667.968750	-131.245712
12669.433594	-131.243591
12670.898438	-131.241470
12672.363281	-131.239349
12673.828125	-131.237228
12675.292969	-131.235092
12676.757813	-131.232956
12678.222656	-131.230835
12679.687500	-131.228699
12681.152344	-131.226547
12682.617188	-131.224411
12684.082031	-131.222244
12685.546875	-131.220108
12687.011719	-131.217941
12688.476563	-131.215790
12689.941406	-131.213623
12691.406250	-131.211441
12692.871094	-131.209259
12694.335938	-131.207077
12695.800781	-131.204865
12697.265625	-131.202682
12698.730469	-131.200470
12700.195313	-131.198257
12701.660156	-131.196030
12703.125000	-131.193802
12704.589844	-131.191574
12706.054688	-131.189316
12707.519531	-131.187073
12708.984375	-131.184830
12710.449219	-131.182556
12711.914063	-131.180267
12713.378906	-131.177994
12714.843750	-131.175705
12716.308594	-131.173401
12717.773438	-131.171097
12719.238281	-131.168808
12720.703125	-131.166458
12722.167969	-131.164169
12723.632813	-131.161819
12725.097656	-131.159485
12726.562500	-131.157135
12728.027344	-131.154785
12729.492188	-131.152435
12730.957031	-131.150070
12732.421875	-131.147705
12733.886719	-131.145325
12735.351563	-131.142944
12736.816406	-131.140579
12738.281250	-131.138199
12739.746094	-131.135818
12741.210938	-131.133438
12742.675781	-131.131042
12744.140625	-131.128647
12745.605469	-131.126251
12747.070313	-131.123856
12748.535156	-131.121460
12750.000000	-131.119080
12751.464844	-131.116699
12752.929688	-131.114258
12754.394531	-131.111908
12755.859375	-131.109512
12757.324219	-131.107117
12758.789063	-131.104736
12760.253906	-131.102371
12761.718750	-131.099945
12763.183594	-131.097580
12764.648438	-131.095230
12766.113281	-131.092865
12767.578125	-131.090485
12769.042969	-131.088120
12770.507813	-131.085770
12771.972656	-131.083435
12773.437500	-131.081100
12774.902344	-131.078766
12776.367188	-131.076416
12777.832031	-131.074097
12779.296875	-131.071777
12780.761719	-131.069473
12782.226563	-131.067169
12783.691406	-131.064865
12785.156250	-131.062561
12786.621094	-131.060287
12788.085938	-131.057983
12789.550781	-131.055725
12791.015625	-131.053452
12792.480469	-131.051193
12793.945313	-131.048935
12795.410156	-131.046677
12796.875000	-131.044418
12798.339844	-131.042175
12799.804688	-131.039948
12801.269531	-131.037704
12802.734375	-131.035492
12804.199219	-131.033249
12805.664063	-131.031036
12807.128906	-131.028809
12808.593750	-131.026596
12810.058594	-131.024384
12811.523438	-131.022141
12812.988281	-131.019958
12814.453125	-131.017746
12815.917969	-131.015533
12817.382813	-131.013321
12818.847656	-131.011108
12820.312500	-131.008911
12821.777344	-131.006683
12823.242188	-131.004486
12824.707031	-131.002274
12826.171875	-131.000061
12827.636719	-130.997833
12829.101563	-130.995621
12830.566406	-130.993408
12832.031250	-130.991196
12833.496094	-130.988953
12834.960938	-130.986740
12836.425781	-130.984497
12837.890625	-130.982269
12839.355469	-130.980026
12840.820313	-130.977783
12842.285156	-130.975525
12843.750000	-130.973267
12845.214844	-130.971024
12846.679688	-130.968765
12848.144531	-130.966492
12849.609375	-130.964233
12851.074219	-130.961960
12852.539063	-130.959671
12854.003906	-130.957397
12855.468750	-130.955139
12856.933594	-130.952820
12858.398438	-130.950546
12859.863281	-130.948242
12861.328125	-130.945953
12862.792969	-130.943649
12864.257813	-130.941345
12865.722656	-130.939041
12867.187500	-130.936722
12868.652344	-130.934402
12870.117188	-130.932083
12871.582031	-130.929764
12873.046875	-130.927444
12874.511719	-130.925125
12875.976563	-130.922775
12877.441406	-130.920471
12878.906250	-130.918121
12880.371094	-130.915787
12881.835938	-130.913437
12883.300781	-130.911148
12884.765625	-130.908783
12886.230469	-130.906448
12887.695313	-130.904114
12889.160156	-130.901749
12890.625000	-130.899414
12892.089844	-130.897079
12893.554688	-130.894730
12895.019531	-130.892380
12896.484375	-130.890060
12897.949219	-130.887726
12899.414063	-130.885376
12900.878906	-130.883026
12902.343750	-130.880676
12903.808594	-130.878326
12905.273438	-130.875992
12906.738281	-130.873642
12908.203125	-130.871277
12909.667969	-130.868942
12911.132813	-130.866592
12912.597656	-130.864243
12914.062500	-130.861893
12915.527344	-130.859528
12916.992188	-130.857162
12918.457031	-130.854782
12919.921875	-130.852448
12921.386719	-130.850082
12922.851563	-130.847717
12924.316406	-130.845337
12925.781250	-130.842972
12927.246094	-130.840591
12928.710938	-130.838211
12930.175781	-130.835815
12931.640625	-130.833450
12933.105469	-130.831055
12934.570313	-130.828629
12936.035156	-130.826279
12937.500000	-130.823853
12938.964844	-130.821442
12940.429688	-130.819031
12941.894531	-130.816620
12943.359375	-130.814178
12944.824219	-130.811737
12946.289063	-130.809296
12947.753906	-130.806854
12949.218750	-130.804413
12950.683594	-130.801971
12952.148438	-130.799500
12953.613281	-130.797043
12955.078125	-130.794586
12956.542969	-130.792099
12958.007813	-130.789642
12959.472656	-130.787140
12960.937500	-130.784683
12962.402344	-130.782181
12963.867188	-130.779694
12965.332031	-130.777191
12966.796875	-130.774689
12968.261719	-130.772171
12969.726563	-130.769669
12971.191406	-130.767151
12972.656250	-130.764648
12974.121094	-130.762131
12975.585938	-130.759613
12977.050781	-130.757095
12978.515625	-130.754562
12979.980469	-130.752045
12981.445313	-130.749527
12982.910156	-130.746994
12984.375000	-130.744476
12985.839844	-130.741959
12987.304688	-130.739426
12988.769531	-130.736893
12990.234375	-130.734390
12991.699219	-130.731873
12993.164063	-130.729370
12994.628906	-130.726837
12996.093750	-130.724335
12997.558594	-130.721817
12999.023438	-130.719330
13000.488281	-130.716827
13001.953125	-130.714325
13003.417969	-130.711823
13004.882813	-130.709335
13006.347656	-130.706818
13007.812500	-130.704376
13009.277344	-130.701889
13010.742188	-130.699417
13012.207031	-130.696960
13013.671875	-130.694443
13015.136719	-130.692017
13016.601563	-130.689560
13018.066406	-130.687103
13019.531250	-130.684647
13020.996094	-130.682220
13022.460938	-130.679764
13023.925781	-130.677322
13025.390625	-130.674927
13026.855469	-130.672470
13028.320313	-130.670090
13029.785156	-130.667648
13031.250000	-130.665237
13032.714844	-130.662827
13034.179688	-130.660446
13035.644531	-130.658005
13037.109375	-130.655609
13038.574219	-130.653214
13040.039063	-130.650803
13041.503906	-130.648407
13042.968750	-130.646027
13044.433594	-130.643631
13045.898438	-130.641251
13047.363281	-130.638855
13048.828125	-130.636444
13050.292969	-130.634064
13051.757813	-130.631683
13053.222656	-130.629288
13054.687500	-130.626907
13056.152344	-130.624512
13057.617188	-130.622116
13059.082031	-130.619736
13060.546875	-130.617340
13062.011719	-130.614960
13063.476563	-130.612549
13064.941406	-130.610168
13066.406250	-130.607788
13067.871094	-130.605377
13069.335938	-130.602966
13070.800781	-130.600571
13072.265625	-130.598175
13073.730469	-130.595810
13075.195313	-130.593384
13076.660156	-130.590973
13078.125000	-130.588577
13079.589844	-130.586166
13081.054688	-130.583771
13082.519531	-130.581375
13083.984375	-130.578949
13085.449219	-130.576538
13086.914063	-130.574112
13088.378906	-130.571732
13089.843750	-130.569305
13091.308594	-130.566910
13092.773438	-130.564468
13094.238281	-130.562073
13095.703125	-130.559662
13097.167969	-130.557251
13098.632813	-130.554855
13100.097656	-130.552444
13101.562500	-130.550049
13103.027344	-130.547638
13104.492188	-130.545212
13105.957031	-130.542831
13107.421875	-130.540451
13108.886719	-130.538040
13110.351563	-130.535629
13111.816406	-130.533249
13113.281250	-130.530838
13114.746094	-130.528458
13116.210938	-130.526077
13117.675781	-130.523697
13119.140625	-130.521317
13120.605469	-130.518921
13122.070313	-130.516541
13123.535156	-130.514160
13125.000000	-130.511795
13126.464844	-130.509445
13127.929688	-130.507050
13129.394531	-130.504669
13130.859375	-130.502304
13132.324219	-130.499939
13133.789063	-130.497589
13135.253906	-130.495193
13136.718750	-130.492844
13138.183594	-130.490479
13139.648438	-130.488098
13141.113281	-130.485718
13142.578125	-130.483368
13144.042969	-130.480957
13145.507813	-130.478622
13146.972656	-130.476257
13148.437500	-130.473877
13149.902344	-130.471497
13151.367188	-130.469116
13152.832031	-130.466721
13154.296875	-130.464340
13155.761719	-130.461945
13157.226563	-130.459564
13158.691406	-130.457169
13160.156250	-130.454758
13161.621094	-130.452347
13163.085938	-130.449921
13164.550781	-130.447495
13166.015625	-130.445053
13167.480469	-130.442642
13168.945313	-130.440216
13170.410156	-130.437744
13171.875000	-130.435318
13173.339844	-130.432831
13174.804688	-130.430374
13176.269531	-130.427917
13177.734375	-130.425400
13179.199219	-130.422928
13180.664063	-130.420425
13182.128906	-130.417923
13183.593750	-130.415390
13185.058594	-130.412857
13186.523438	-130.410355
13187.988281	-130.407806
13189.453125	-130.405258
13190.917969	-130.402710
13192.382813	-130.400146
13193.847656	-130.397568
13195.312500	-130.395004
13196.777344	-130.392410
13198.242188	-130.389832
13199.707031	-130.387222
13201.171875	-130.384628
13202.636719	-130.382034
13204.101563	-130.379410
13205.566406	-130.376785
13207.031250	-130.374176
13208.496094	-130.371536
13209.960938	-130.368912
13211.425781	-130.366272
13212.890625	-130.363632
13214.355469	-130.360992
13215.820313	-130.358337
13217.285156	-130.355698
13218.750000	-130.353043
13220.214844	-130.350403
13221.679688	-130.347748
13223.144531	-130.345078
13224.609375	-130.342438
13226.074219	-130.339783
13227.539063	-130.337097
13229.003906	-130.334442
13230.468750	-130.331802
13231.933594	-130.329132
13233.398438	-130.326492
13234.863281	-130.323822
13236.328125	-130.321167
13237.792969	-130.318527
13239.257813	-130.315887
13240.722656	-130.313202
13242.187500	-130.310562
13243.652344	-130.307922
13245.117188	-130.305252
13246.582031	-130.302612
13248.046875	-130.299973
13249.511719	-130.297333
13250.976563	-130.294678
13252.441406	-130.292038
13253.906250	-130.289398
13255.371094	-130.286758
13256.835938	-130.284119
13258.300781	-130.281509
13259.765625	-130.278824
13261.230469	-130.276184
13262.695313	-130.273560
13264.160156	-130.270920
13265.625000	-130.268280
13267.089844	-130.265640
13268.554688	-130.262985
13270.019531	-130.260330
13271.484375	-130.257690
13272.949219	-130.255051
13274.414063	-130.252396
13275.878906	-130.249741
13277.343750	-130.247086
13278.808594	-130.244415
13280.273438	-130.241776
