Frequency (Hz)	Level (dB)
10645.019531	-133.524734
10646.484375	-133.523438
10647.949219	-133.522141
10649.414063	-133.520874
10650.878906	-133.519592
10652.343750	-133.518311
10653.808594	-133.517014
10655.273438	-133.515762
10656.738281	-133.514481
10658.203125	-133.513168
10659.667969	-133.511871
10661.132813	-133.510559
10662.597656	-133.509277
10664.062500	-133.507965
10665.527344	-133.506668
10666.992188	-133.505371
10668.457031	-133.504135
10669.921875	-133.502762
10671.386719	-133.501404
10672.851563	-133.500107
10674.316406	-133.498749
10675.781250	-133.497406
10677.246094	-133.496063
10678.710938	-133.494705
10680.175781	-133.493347
10681.640625	-133.491989
10683.105469	-133.490601
10684.570313	-133.489227
10686.035156	-133.487823
10687.500000	-133.486435
10688.964844	-133.485016
10690.429688	-133.483643
10691.894531	-133.482224
10693.359375	-133.480820
10694.824219	-133.479401
10696.289063	-133.477966
10697.753906	-133.476547
10699.218750	-133.475128
10700.683594	-133.473694
10702.148438	-133.472244
10703.613281	-133.470795
10705.078125	-133.469360
10706.542969	-133.467926
10708.007813	-133.466507
10709.472656	-133.465057
10710.937500	-133.463608
10712.402344	-133.462173
10713.867188	-133.460739
10715.332031	-133.459320
10716.796875	-133.457886
10718.261719	-133.456497
10719.726563	-133.455063
10721.191406	-133.453629
10722.656250	-133.452240
10724.121094	-133.450836
10725.585938	-133.449463
10727.050781	-133.448059
10728.515625	-133.446686
10729.980469	-133.445328
10731.445313	-133.443970
10732.910156	-133.442642
10734.375000	-133.441299
10735.839844	-133.439987
10737.304688	-133.438690
10738.769531	-133.437347
10740.234375	-133.436066
10741.699219	-133.434814
10743.164063	-133.433548
10744.628906	-133.432297
10746.093750	-133.431046
10747.558594	-133.429825
10749.023438	-133.428604
10750.488281	-133.427414
10751.953125	-133.426239
10753.417969	-133.425049
10754.882813	-133.423874
10756.347656	-133.422714
10757.812500	-133.421600
10759.277344	-133.420456
10760.742188	-133.419312
10762.207031	-133.418167
10763.671875	-133.417191
10765.136719	-133.416046
10766.601563	-133.414948
10768.066406	-133.413864
10769.531250	-133.412842
10770.996094	-133.411758
10772.460938	-133.410736
10773.925781	-133.409683
10775.390625	-133.408630
10776.855469	-133.407593
10778.320313	-133.406570
10779.785156	-133.405533
10781.250000	-133.404526
10782.714844	-133.403503
10784.179688	-133.402481
10785.644531	-133.401474
10787.109375	-133.400452
10788.574219	-133.399429
10790.039063	-133.398407
10791.503906	-133.397400
10792.968750	-133.396362
10794.433594	-133.395325
10795.898438	-133.394287
10797.363281	-133.393250
10798.828125	-133.392212
10800.292969	-133.391174
10801.757813	-133.390091
10803.222656	-133.389038
10804.687500	-133.387955
10806.152344	-133.386871
10807.617188	-133.385788
10809.082031	-133.384659
10810.546875	-133.383575
10812.011719	-133.382462
10813.476563	-133.381317
10814.941406	-133.380157
10816.406250	-133.379013
10817.871094	-133.377838
10819.335938	-133.376663
10820.800781	-133.375488
10822.265625	-133.374283
10823.730469	-133.373062
10825.195313	-133.371811
10826.660156	-133.370590
10828.125000	-133.369324
10829.589844	-133.368042
10831.054688	-133.366760
10832.519531	-133.365463
10833.984375	-133.364166
10835.449219	-133.362839
10836.914063	-133.361481
10838.378906	-133.360138
10839.843750	-133.358765
10841.308594	-133.357407
10842.773438	-133.356018
10844.238281	-133.354614
10845.703125	-133.353226
10847.167969	-133.351791
10848.632813	-133.350342
10850.097656	-133.348892
10851.562500	-133.347458
10853.027344	-133.345978
10854.492188	-133.344498
10855.957031	-133.343002
10857.421875	-133.341537
10858.886719	-133.339996
10860.351563	-133.338501
10861.816406	-133.336975
10863.281250	-133.335434
10864.746094	-133.333908
10866.210938	-133.332367
10867.675781	-133.330826
10869.140625	-133.329269
10870.605469	-133.327698
10872.070313	-133.326157
10873.535156	-133.324570
10875.000000	-133.322998
10876.464844	-133.321442
10877.929688	-133.319855
10879.394531	-133.318283
10880.859375	-133.316727
10882.324219	-133.315140
10883.789063	-133.313599
10885.253906	-133.312027
10886.718750	-133.310425
10888.183594	-133.308899
10889.648438	-133.307327
10891.113281	-133.305771
10892.578125	-133.304199
10894.042969	-133.302673
10895.507813	-133.301117
10896.972656	-133.299591
10898.437500	-133.298080
10899.902344	-133.296524
10901.367188	-133.295013
10902.832031	-133.293533
10904.296875	-133.292007
10905.761719	-133.290543
10907.226563	-133.289032
10908.691406	-133.287567
10910.156250	-133.286118
10911.621094	-133.284668
10913.085938	-133.283249
10914.550781	-133.281799
10916.015625	-133.280396
10917.480469	-133.278961
10918.945313	-133.277603
10920.410156	-133.276215
10921.875000	-133.274857
10923.339844	-133.273483
10924.804688	-133.272110
10926.269531	-133.270782
10927.734375	-133.269485
10929.199219	-133.268158
10930.664063	-133.266876
10932.128906	-133.265564
10933.593750	-133.264313
10935.058594	-133.262970
10936.523438	-133.261841
10937.988281	-133.260544
10939.453125	-133.259293
10940.917969	-133.258072
10942.382813	-133.256851
10943.847656	-133.255615
10945.312500	-133.254410
10946.777344	-133.253189
10948.242188	-133.251999
10949.707031	-133.250824
10951.171875	-133.249619
10952.636719	-133.248428
10954.101563	-133.247253
10955.566406	-133.246094
10957.031250	-133.244888
10958.496094	-133.243698
10959.960938	-133.242523
10961.425781	-133.241318
10962.890625	-133.240128
10964.355469	-133.238907
10965.820313	-133.237839
10967.285156	-133.236618
10968.750000	-133.235382
10970.214844	-133.234177
10971.679688	-133.232971
10973.144531	-133.231705
10974.609375	-133.230499
10976.074219	-133.229263
10977.539063	-133.227997
10979.003906	-133.226730
10980.468750	-133.225464
10981.933594	-133.224197
10983.398438	-133.222900
10984.863281	-133.221588
10986.328125	-133.220245
10987.792969	-133.218918
10989.257813	-133.217575
10990.722656	-133.216232
10992.187500	-133.214859
10993.652344	-133.213425
10995.117188	-133.212067
10996.582031	-133.210663
10998.046875	-133.209213
10999.511719	-133.207794
11000.976563	-133.206329
11002.441406	-133.204880
11003.906250	-133.203415
11005.371094	-133.201920
11006.835938	-133.200409
11008.300781	-133.198898
11009.765625	-133.197388
11011.230469	-133.195862
11012.695313	-133.194305
11014.160156	-133.192764
11015.625000	-133.191223
11017.089844	-133.189651
11018.554688	-133.188095
11020.019531	-133.186508
11021.484375	-133.184952
11022.949219	-133.183380
11024.414063	-133.181808
11025.878906	-133.180222
11027.343750	-133.178635
11028.808594	-133.177048
11030.273438	-133.175461
11031.738281	-133.173843
11033.203125	-133.172333
11034.667969	-133.170761
11036.132813	-133.169205
11037.597656	-133.167633
11039.062500	-133.166092
11040.527344	-133.164566
11041.992188	-133.163040
11043.457031	-133.161499
11044.921875	-133.159988
11046.386719	-133.158478
11047.851563	-133.157013
11049.316406	-133.155548
11050.781250	-133.154068
11052.246094	-133.152634
11053.710938	-133.151184
11055.175781	-133.149780
11056.640625	-133.148392
11058.105469	-133.146988
11059.570313	-133.145615
11061.035156	-133.144257
11062.500000	-133.142914
11063.964844	-133.141586
11065.429688	-133.140274
11066.894531	-133.138977
11068.359375	-133.137711
11069.824219	-133.136444
11071.289063	-133.135193
11072.753906	-133.133942
11074.218750	-133.132721
11075.683594	-133.131516
11077.148438	-133.130356
11078.613281	-133.129166
11080.078125	-133.127991
11081.542969	-133.126816
11083.007813	-133.125702
11084.472656	-133.124557
11085.937500	-133.123444
11087.402344	-133.122345
11088.867188	-133.121216
11090.332031	-133.120132
11091.796875	-133.119049
11093.261719	-133.117966
11094.726563	-133.116882
11096.191406	-133.115814
11097.656250	-133.114746
11099.121094	-133.113693
11100.585938	-133.112610
11102.050781	-133.111572
11103.515625	-133.110519
11104.980469	-133.109451
11106.445313	-133.108398
11107.910156	-133.107330
11109.375000	-133.106293
11110.839844	-133.105225
11112.304688	-133.104126
11113.769531	-133.103058
11115.234375	-133.101990
11116.699219	-133.100906
11118.164063	-133.099838
11119.628906	-133.098740
11121.093750	-133.097641
11122.558594	-133.096527
11124.023438	-133.095398
11125.488281	-133.094315
11126.953125	-133.093170
11128.417969	-133.092041
11129.882813	-133.090897
11131.347656	-133.089737
11132.812500	-133.088577
11134.277344	-133.087387
11135.742188	-133.086212
11137.207031	-133.085022
11138.671875	-133.083817
11140.136719	-133.082596
11141.601563	-133.081406
11143.066406	-133.080170
11144.531250	-133.078918
11145.996094	-133.077682
11147.460938	-133.076416
11148.925781	-133.075134
11150.390625	-133.073868
11151.855469	-133.072571
11153.320313	-133.071274
11154.785156	-133.069992
11156.250000	-133.068665
11157.714844	-133.067337
11159.179688	-133.065994
11160.644531	-133.064667
11162.109375	-133.063278
11163.574219	-133.061920
11165.039063	-133.060547
11166.503906	-133.059158
11167.968750	-133.057770
11169.433594	-133.056396
11170.898438	-133.054962
11172.363281	-133.053558
11173.828125	-133.052124
11175.292969	-133.050674
11176.757813	-133.049255
11178.222656	-133.047806
11179.687500	-133.046356
11181.152344	-133.044876
11182.617188	-133.043381
11184.082031	-133.041901
11185.546875	-133.040421
11187.011719	-133.038910
11188.476563	-133.037415
11189.941406	-133.035873
11191.406250	-133.034332
11192.871094	-133.032822
11194.335938	-133.031265
11195.800781	-133.029694
11197.265625	-133.028137
11198.730469	-133.026550
11200.195313	-133.024979
11201.660156	-133.023392
11203.125000	-133.021790
11204.589844	-133.020172
11206.054688	-133.018555
11207.519531	-133.016953
11208.984375	-133.015305
11210.449219	-133.013657
11211.914063	-133.012024
11213.378906	-133.010376
11214.843750	-133.008682
11216.308594	-133.007019
11217.773438	-133.005325
11219.238281	-133.003647
11220.703125	-133.001953
11222.167969	-133.000259
11223.632813	-132.998566
11225.097656	-132.996872
11226.562500	-132.995148
11228.027344	-132.993423
11229.492188	-132.991699
11230.957031	-132.989944
11232.421875	-132.988251
11233.886719	-132.986511
11235.351563	-132.984756
11236.816406	-132.983032
11238.281250	-132.981293
11239.746094	-132.979553
11241.210938	-132.977798
11242.675781	-132.976074
11244.140625	-132.974335
11245.605469	-132.972565
11247.070313	-132.970825
11248.535156	-132.969070
11250.000000	-132.967361
11251.464844	-132.965576
11252.929688	-132.963882
11254.394531	-132.962128
11255.859375	-132.960403
11257.324219	-132.958679
11258.789063	-132.956970
11260.253906	-132.955215
11261.718750	-132.953522
11263.183594	-132.951813
11264.648438	-132.950104
11266.113281	-132.948410
11267.578125	-132.946686
11269.042969	-132.944992
11270.507813	-132.943298
11271.972656	-132.941589
11273.437500	-132.939896
11274.902344	-132.938278
11276.367188	-132.936569
11277.832031	-132.934875
11279.296875	-132.933212
11280.761719	-132.931549
11282.226563	-132.929886
11283.691406	-132.928238
11285.156250	-132.926559
11286.621094	-132.924911
11288.085938	-132.923233
11289.550781	-132.921585
11291.015625	-132.919937
11292.480469	-132.918259
11293.945313	-132.916580
11295.410156	-132.914963
11296.875000	-132.913300
11298.339844	-132.911636
11299.804688	-132.909958
11301.269531	-132.908325
11302.734375	-132.906647
11304.199219	-132.904984
11305.664063	-132.903290
11307.128906	-132.901611
11308.593750	-132.899948
11310.058594	-132.898285
11311.523438	-132.896530
11312.988281	-132.894913
11314.453125	-132.893188
11315.917969	-132.891495
11317.382813	-132.889786
11318.847656	-132.888092
11320.312500	-132.886353
11321.777344	-132.884644
11323.242188	-132.882919
11324.707031	-132.881180
11326.171875	-132.879471
11327.636719	-132.877731
11329.101563	-132.876007
11330.566406	-132.874237
11332.031250	-132.872528
11333.496094	-132.870789
11334.960938	-132.869049
11336.425781	-132.867294
11337.890625	-132.865570
11339.355469	-132.863831
11340.820313	-132.862076
11342.285156	-132.860367
11343.750000	-132.858643
11345.214844	-132.856903
11346.679688	-132.855194
11348.144531	-132.853485
11349.609375	-132.851776
11351.074219	-132.850098
11352.539063	-132.848434
11354.003906	-132.846771
11355.468750	-132.845123
11356.933594	-132.843460
11358.398438	-132.841858
11359.863281	-132.840240
11361.328125	-132.838623
11362.792969	-132.837051
11364.257813	-132.835510
11365.722656	-132.833954
11367.187500	-132.832443
11368.652344	-132.830948
11370.117188	-132.829453
11371.582031	-132.828003
11373.046875	-132.826584
11374.511719	-132.825165
11375.976563	-132.823792
11377.441406	-132.822403
11378.906250	-132.821075
11380.371094	-132.819763
11381.835938	-132.818466
11383.300781	-132.817215
11384.765625	-132.815964
11386.230469	-132.814758
11387.695313	-132.813553
11389.160156	-132.812393
11390.625000	-132.811234
11392.089844	-132.810120
11393.554688	-132.809036
11395.019531	-132.807938
11396.484375	-132.806870
11397.949219	-132.805817
11399.414063	-132.804810
11400.878906	-132.803802
11402.343750	-132.802811
11403.808594	-132.801834
11405.273438	-132.800858
11406.738281	-132.799942
11408.203125	-132.798981
11409.667969	-132.798065
11411.132813	-132.797134
11412.597656	-132.796204
11414.062500	-132.795334
11415.527344	-132.794403
11416.992188	-132.793472
11418.457031	-132.792587
11419.921875	-132.791687
11421.386719	-132.790756
11422.851563	-132.789825
11424.316406	-132.788910
11425.781250	-132.787979
11427.246094	-132.787018
11428.710938	-132.786072
11430.175781	-132.785080
11431.640625	-132.784103
11433.105469	-132.783081
11434.570313	-132.782013
11436.035156	-132.780991
11437.500000	-132.779922
11438.964844	-132.778824
11440.429688	-132.777725
11441.894531	-132.776566
11443.359375	-132.775406
11444.824219	-132.774185
11446.289063	-132.772964
11447.753906	-132.771729
11449.218750	-132.770432
11450.683594	-132.769104
11452.148438	-132.767731
11453.613281	-132.766373
11455.078125	-132.764954
11456.542969	-132.763504
11458.007813	-132.762024
11459.472656	-132.760498
11460.937500	-132.758957
11462.402344	-132.757401
11463.867188	-132.755783
11465.332031	-132.754135
11466.796875	-132.752472
11468.261719	-132.750763
11469.726563	-132.749054
11471.191406	-132.747299
11472.656250	-132.745499
11474.121094	-132.743698
11475.585938	-132.741852
11477.050781	-132.739990
11478.515625	-132.738098
11479.980469	-132.736191
11481.445313	-132.734268
11482.910156	-132.732315
11484.375000	-132.730347
11485.839844	-132.728363
11487.304688	-132.726334
11488.769531	-132.724335
11490.234375	-132.722305
11491.699219	-132.720276
11493.164063	-132.718216
11494.628906	-132.716156
11496.093750	-132.714081
11497.558594	-132.712021
11499.023438	-132.709961
11500.488281	-132.707855
11501.953125	-132.705765
11503.417969	-132.703690
11504.882813	-132.701599
11506.347656	-132.699463
11507.812500	-132.697418
11509.277344	-132.695343
11510.742188	-132.693268
11512.207031	-132.691223
11513.671875	-132.689148
11515.136719	-132.687103
11516.601563	-132.685059
11518.066406	-132.683029
11519.531250	-132.681015
11520.996094	-132.679001
11522.460938	-132.677017
11523.925781	-132.675049
11525.390625	-132.673050
11526.855469	-132.671066
11528.320313	-132.669128
11529.785156	-132.667221
11531.250000	-132.665283
11532.714844	-132.663391
11534.179688	-132.661484
11535.644531	-132.659622
11537.109375	-132.657761
11538.574219	-132.655899
11540.039063	-132.654083
11541.503906	-132.652283
11542.968750	-132.650482
11544.433594	-132.648666
11545.898438	-132.646912
11547.363281	-132.645172
11548.828125	-132.643417
11550.292969	-132.641678
11551.757813	-132.639969
11553.222656	-132.638275
11554.687500	-132.636581
11556.152344	-132.634888
11557.617188	-132.633224
11559.082031	-132.631577
11560.546875	-132.629913
11562.011719	-132.628296
11563.476563	-132.626617
11564.941406	-132.625031
11566.406250	-132.623428
11567.871094	-132.621811
11569.335938	-132.620239
11570.800781	-132.618637
11572.265625	-132.617050
11573.730469	-132.615494
11575.195313	-132.613892
11576.660156	-132.612350
11578.125000	-132.610794
11579.589844	-132.609238
11581.054688	-132.607697
11582.519531	-132.606171
11583.984375	-132.604614
11585.449219	-132.603073
11586.914063	-132.601547
11588.378906	-132.600021
11589.843750	-132.598495
11591.308594	-132.596970
11592.773438	-132.595428
11594.238281	-132.593918
11595.703125	-132.592407
11597.167969	-132.590881
11598.632813	-132.589355
11600.097656	-132.587845
11601.562500	-132.586319
11603.027344	-132.584793
11604.492188	-132.583282
11605.957031	-132.581741
11607.421875	-132.580276
11608.886719	-132.578735
11610.351563	-132.577194
11611.816406	-132.575653
11613.281250	-132.574158
11614.746094	-132.572617
11616.210938	-132.571060
11617.675781	-132.569534
11619.140625	-132.567993
11620.605469	-132.566422
11622.070313	-132.564896
11623.535156	-132.563354
11625.000000	-132.561798
11626.464844	-132.560226
11627.929688	-132.558670
11629.394531	-132.557114
11630.859375	-132.555542
11632.324219	-132.553970
11633.789063	-132.552368
11635.253906	-132.550812
11636.718750	-132.549210
11638.183594	-132.547592
11639.648438	-132.546005
11641.113281	-132.544403
11642.578125	-132.542831
11644.042969	-132.541122
11645.507813	-132.539566
11646.972656	-132.537918
11648.437500	-132.536316
11649.902344	-132.534683
11651.367188	-132.533020
11652.832031	-132.531372
11654.296875	-132.529724
11655.761719	-132.528061
11657.226563	-132.526413
11658.691406	-132.524750
11660.156250	-132.523071
11661.621094	-132.521393
11663.085938	-132.519714
11664.550781	-132.518036
11666.015625	-132.516357
11667.480469	-132.514633
11668.945313	-132.512970
11670.410156	-132.511276
11671.875000	-132.509567
11673.339844	-132.507858
11674.804688	-132.506149
11676.269531	-132.504425
11677.734375	-132.502731
11679.199219	-132.501022
11680.664063	-132.499329
11682.128906	-132.497620
11683.593750	-132.495895
11685.058594	-132.494186
11686.523438	-132.492508
11687.988281	-132.490799
11689.453125	-132.489105
11690.917969	-132.487411
11692.382813	-132.485703
11693.847656	-132.483994
11695.312500	-132.482330
11696.777344	-132.480621
11698.242188	-132.478928
11699.707031	-132.477280
11701.171875	-132.475601
11702.636719	-132.473938
11704.101563	-132.472275
11705.566406	-132.470612
11707.031250	-132.468964
11708.496094	-132.467285
11709.960938	-132.465668
11711.425781	-132.464035
11712.890625	-132.462418
11714.355469	-132.460846
11715.820313	-132.459183
11717.285156	-132.457581
11718.750000	-132.455948
11720.214844	-132.454376
11721.679688	-132.452774
11723.144531	-132.451187
11724.609375	-132.449615
11726.074219	-132.448029
11727.539063	-132.446442
11729.003906	-132.444885
11730.468750	-132.443329
11731.933594	-132.441757
11733.398438	-132.440201
11734.863281	-132.438660
11736.328125	-132.437119
11737.792969	-132.435562
11739.257813	-132.434006
11740.722656	-132.432465
11742.187500	-132.430923
11743.652344	-132.429382
11745.117188	-132.427826
11746.582031	-132.426285
11748.046875	-132.424728
11749.511719	-132.423187
11750.976563	-132.421631
11752.441406	-132.420074
11753.906250	-132.418533
11755.371094	-132.416977
11756.835938	-132.415390
11758.300781	-132.413849
11759.765625	-132.412262
11761.230469	-132.410690
11762.695313	-132.409119
11764.160156	-132.407532
11765.625000	-132.405930
11767.089844	-132.404327
11768.554688	-132.402725
11770.019531	-132.401123
11771.484375	-132.399506
11772.949219	-132.397949
11774.414063	-132.396240
11775.878906	-132.394608
11777.343750	-132.392975
11778.808594	-132.391327
11780.273438	-132.389664
11781.738281	-132.388046
11783.203125	-132.386337
11784.667969	-132.384689
11786.132813	-132.383011
11787.597656	-132.381317
11789.062500	-132.379623
11790.527344	-132.377945
11791.992188	-132.376251
11793.457031	-132.374542
11794.921875	-132.372833
11796.386719	-132.371140
11797.851563	-132.369431
11799.316406	-132.367737
11800.781250	-132.366013
11802.246094	-132.364288
11803.710938	-132.362579
11805.175781	-132.360870
11806.640625	-132.359161
11808.105469	-132.357468
11809.570313	-132.355728
11811.035156	-132.354034
11812.500000	-132.352325
11813.964844	-132.350616
11815.429688	-132.348938
11816.894531	-132.347244
11818.359375	-132.345551
11819.824219	-132.343857
11821.289063	-132.342178
11822.753906	-132.340500
11824.218750	-132.338837
11825.683594	-132.337173
11827.148438	-132.335526
11828.613281	-132.333847
11830.078125	-132.332199
11831.542969	-132.330566
11833.007813	-132.328934
11834.472656	-132.327301
11835.937500	-132.325668
11837.402344	-132.324066
11838.867188	-132.322433
11840.332031	-132.320831
11841.796875	-132.319199
11843.261719	-132.317612
11844.726563	-132.316025
11846.191406	-132.314438
11847.656250	-132.312836
11849.121094	-132.311279
11850.585938	-132.309692
11852.050781	-132.308121
11853.515625	-132.306519
11854.980469	-132.304947
11856.445313	-132.303391
11857.910156	-132.301804
11859.375000	-132.300232
11860.839844	-132.298660
11862.304688	-132.297104
11863.769531	-132.295502
11865.234375	-132.293930
11866.699219	-132.292374
11868.164063	-132.290756
11869.628906	-132.289169
11871.093750	-132.287582
11872.558594	-132.285995
11874.023438	-132.284363
11875.488281	-132.282761
11876.953125	-132.281174
11878.417969	-132.279556
11879.882813	-132.277924
11881.347656	-132.276291
11882.812500	-132.274643
11884.277344	-132.273010
11885.742188	-132.271347
11887.207031	-132.269684
11888.671875	-132.268021
11890.136719	-132.266342
11891.601563	-132.264648
11893.066406	-132.262985
11894.531250	-132.261261
11895.996094	-132.259567
11897.460938	-132.257828
11898.925781	-132.256119
11900.390625	-132.254395
11901.855469	-132.252655
11903.320313	-132.250900
11904.785156	-132.249161
11906.250000	-132.247406
11907.714844	-132.245651
11909.179688	-132.243896
11910.644531	-132.242142
11912.109375	-132.240372
11913.574219	-132.238541
11915.039063	-132.236786
11916.503906	-132.235046
11917.968750	-132.233276
11919.433594	-132.231476
11920.898438	-132.229691
11922.363281	-132.227936
11923.828125	-132.226151
11925.292969	-132.224380
11926.757813	-132.222610
11928.222656	-132.220825
11929.687500	-132.219086
11931.152344	-132.217316
11932.617188	-132.215561
11934.082031	-132.213806
11935.546875	-132.212051
11937.011719	-132.210327
11938.476563	-132.208588
11939.941406	-132.206863
11941.406250	-132.205139
11942.871094	-132.203415
11944.335938	-132.201721
11945.800781	-132.200043
11947.265625	-132.198303
11948.730469	-132.196625
11950.195313	-132.194946
11951.660156	-132.193283
11953.125000	-132.191620
11954.589844	-132.189957
11956.054688	-132.188324
11957.519531	-132.186676
11958.984375	-132.185059
11960.449219	-132.183426
11961.914063	-132.181793
11963.378906	-132.180176
11964.843750	-132.178558
11966.308594	-132.176941
11967.773438	-132.175369
11969.238281	-132.173767
11970.703125	-132.172165
11972.167969	-132.170563
11973.632813	-132.168976
11975.097656	-132.167374
11976.562500	-132.165787
11978.027344	-132.164200
11979.492188	-132.162598
11980.957031	-132.160995
11982.421875	-132.159393
11983.886719	-132.157806
11985.351563	-132.156219
11986.816406	-132.154602
11988.281250	-132.153000
11989.746094	-132.151382
11991.210938	-132.149765
11992.675781	-132.148132
11994.140625	-132.146484
11995.605469	-132.144852
11997.070313	-132.143204
11998.535156	-132.141556
12000.000000	-132.139877
12001.464844	-132.138168
12002.929688	-132.136505
12004.394531	-132.134811
12005.859375	-132.133087
12007.324219	-132.131378
12008.789063	-132.129639
12010.253906	-132.127914
12011.718750	-132.126129
12013.183594	-132.124390
12014.648438	-132.122620
12016.113281	-132.120834
12017.578125	-132.119019
12019.042969	-132.117203
12020.507813	-132.115417
12021.972656	-132.113586
12023.437500	-132.111740
12024.902344	-132.109879
12026.367188	-132.108017
12027.832031	-132.106155
12029.296875	-132.104294
12030.761719	-132.102417
12032.226563	-132.100540
12033.691406	-132.098633
12035.156250	-132.096741
12036.621094	-132.094818
12038.085938	-132.092926
12039.550781	-132.091003
12041.015625	-132.089066
12042.480469	-132.087143
12043.945313	-132.085220
12045.410156	-132.083298
12046.875000	-132.081375
12048.339844	-132.079437
12049.804688	-132.077515
12051.269531	-132.075592
12052.734375	-132.073654
12054.199219	-132.071732
12055.664063	-132.069824
12057.128906	-132.067902
12058.593750	-132.065979
12060.058594	-132.064072
12061.523438	-132.062164
12062.988281	-132.060257
12064.453125	-132.058365
12065.917969	-132.056473
12067.382813	-132.054565
12068.847656	-132.052704
12070.312500	-132.050842
12071.777344	-132.048981
12073.242188	-132.047119
12074.707031	-132.045227
12076.171875	-132.043442
12077.636719	-132.041595
12079.101563	-132.039780
12080.566406	-132.037949
12082.031250	-132.036163
12083.496094	-132.034348
12084.960938	-132.032532
12086.425781	-132.030762
12087.890625	-132.028976
12089.355469	-132.027176
12090.820313	-132.025436
12092.285156	-132.023682
12093.750000	-132.021851
12095.214844	-132.020126
12096.679688	-132.018402
12098.144531	-132.016663
12099.609375	-132.014908
12101.074219	-132.013184
12102.539063	-132.011459
12104.003906	-132.009689
12105.468750	-132.007980
12106.933594	-132.006256
12108.398438	-132.004547
12109.863281	-132.002808
12111.328125	-132.001099
12112.792969	-131.999344
12114.257813	-131.997620
12115.722656	-131.995895
12117.187500	-131.994171
12118.652344	-131.992432
12120.117188	-131.990707
12121.582031	-131.988953
12123.046875	-131.987228
12124.511719	-131.985458
12125.976563	-131.983719
12127.441406	-131.981949
12128.906250	-131.980209
12130.371094	-131.978439
12131.835938	-131.976669
12133.300781	-131.974930
12134.765625	-131.973007
12136.230469	-131.971252
12137.695313	-131.969482
12139.160156	-131.967667
12140.625000	-131.965851
12142.089844	-131.964020
12143.554688	-131.962219
12145.019531	-131.960373
12146.484375	-131.958527
12147.949219	-131.956696
12149.414063	-131.954819
12150.878906	-131.952957
12152.343750	-131.951080
12153.808594	-131.949203
12155.273438	-131.947327
12156.738281	-131.945435
12158.203125	-131.943512
12159.667969	-131.941635
12161.132813	-131.939728
12162.597656	-131.937805
12164.062500	-131.935883
12165.527344	-131.933960
12166.992188	-131.932007
12168.457031	-131.930099
12169.921875	-131.928162
12171.386719	-131.926193
12172.851563	-131.924271
12174.316406	-131.922318
12175.781250	-131.920364
12177.246094	-131.918396
12178.710938	-131.916443
12180.175781	-131.914490
12181.640625	-131.912537
12183.105469	-131.910568
12184.570313	-131.908600
12186.035156	-131.906647
12187.500000	-131.904694
12188.964844	-131.902725
12190.429688	-131.900757
12191.894531	-131.898788
12193.359375	-131.896835
12194.824219	-131.894867
12196.289063	-131.892899
12197.753906	-131.890945
12199.218750	-131.888992
12200.683594	-131.887024
12202.148438	-131.885056
12203.613281	-131.883102
12205.078125	-131.881180
12206.542969	-131.879227
12208.007813	-131.877243
12209.472656	-131.875305
12210.937500	-131.873352
12212.402344	-131.871414
12213.867188	-131.869461
12215.332031	-131.867523
12216.796875	-131.865570
12218.261719	-131.863632
12219.726563	-131.861694
12221.191406	-131.859756
12222.656250	-131.857803
12224.121094	-131.855865
12225.585938	-131.853912
12227.050781	-131.851974
12228.515625	-131.850021
12229.980469	-131.848068
12231.445313	-131.846146
12232.910156	-131.844193
12234.375000	-131.842255
12235.839844	-131.840317
12237.304688	-131.838318
12238.769531	-131.836380
12240.234375	-131.834442
12241.699219	-131.832474
12243.164063	-131.830505
12244.628906	-131.828537
12246.093750	-131.826553
12247.558594	-131.824600
12249.023438	-131.822617
12250.488281	-131.820633
12251.953125	-131.818634
12253.417969	-131.816650
12254.882813	-131.814667
12256.347656	-131.812622
12257.812500	-131.810684
12259.277344	-131.808655
12260.742188	-131.806656
12262.207031	-131.804657
12263.671875	-131.802567
12265.136719	-131.800552
12266.601563	-131.798538
12268.066406	-131.796524
12269.531250	-131.794449
12270.996094	-131.792404
12272.460938	-131.790375
12273.925781	-131.788300
12275.390625	-131.786285
12276.855469	-131.784195
12278.320313	-131.782181
12279.785156	-131.780106
12281.250000	-131.778046
12282.714844	-131.775970
12284.179688	-131.773895
12285.644531	-131.771866
12287.109375	-131.769775
12288.574219	-131.767715
12290.039063	-131.765671
12291.503906	-131.763580
12292.968750	-131.761520
12294.433594	-131.759460
12295.898438	-131.757385
12297.363281	-131.755310
12298.828125	-131.753250
12300.292969	-131.751205
12301.757813	-131.749161
12303.222656	-131.747101
12304.687500	-131.745056
12306.152344	-131.743042
12307.617188	-131.740997
12309.082031	-131.738983
12310.546875	-131.736954
12312.011719	-131.734940
12313.476563	-131.732956
12314.941406	-131.730942
12316.406250	-131.728958
12317.871094	-131.726974
12319.335938	-131.725021
12320.800781	-131.723053
12322.265625	-131.721100
12323.730469	-131.719177
12325.195313	-131.717209
12326.660156	-131.715286
12328.125000	-131.713379
12329.589844	-131.711472
12331.054688	-131.709564
12332.519531	-131.707687
12333.984375	-131.705795
12335.449219	-131.703934
12336.914063	-131.702087
12338.378906	-131.700241
12339.843750	-131.698395
12341.308594	-131.696564
12342.773438	-131.694733
12344.238281	-131.692917
12345.703125	-131.691116
12347.167969	-131.689331
12348.632813	-131.687515
12350.097656	-131.685730
